10	56	4096	2
-0.0002	0.0015	
-0.0004	0.0001	
-0.0005	0.0001	
-0.0005	0.0013	
-0.0005	0.0029	
-0.0004	0.0029	
-0.0002	0.0011	
-0.0002	-0.0017	
-0.0004	-0.0034	
-0.0005	-0.0027	
-0.0006	0.000	
-0.0004	0.0027	
-0.0002	0.0035	
-0.0001	0.0023	
0.000	0.0002	
-0.0001	-0.0009	
-0.0002	-0.0005	
-0.0002	0.0007	
-0.0001	0.0015	
0.000	0.0009	
0.000	-0.0005	
-0.0001	-0.0015	
-0.0002	-0.0016	
-0.0005	-0.001	
-0.0005	-0.0006	
-0.0004	-0.0015	
-0.0004	-0.0029	
-0.0004	-0.0039	
-0.0002	-0.0033	
-0.0002	-0.0012	
-0.0001	0.001	
0.0001	0.0022	
0.0002	0.0017	
0.0004	0.0005	
0.0002	-0.0001	
0.0001	0.0007	
0.0001	0.0023	
0.0002	0.0033	
0.0002	0.0023	
0.0002	-0.0002	
0.000	-0.0028	
-0.0002	-0.0034	
-0.0005	-0.0013	
-0.0004	0.0016	
-0.0002	0.0035	
0.000	0.0032	
0.0001	0.0012	
0.000	-0.0005	
-0.0001	-0.0007	
-0.0001	0.0002	
0.000	0.0012	
0.0001	0.0011	
0.0002	0.000	
0.0004	-0.0012	
0.0002	-0.0017	
0.0001	-0.0009	
0.0001	0.000	
0.0002	-0.0002	
0.0002	-0.0017	
0.0001	-0.0034	
-0.0001	-0.0039	
-0.0004	-0.0024	
-0.0005	0.000	
-0.0004	0.0021	
-0.0001	0.0024	
0.000	0.0015	
0.000	0.0002	
0.000	0.0001	
0.000	0.0016	
0.000	0.0033	
0.0001	0.0038	
0.0001	0.0024	
0.000	0.0002	
-0.0001	-0.0006	
-0.0002	0.0015	
-0.0004	0.0065	
-0.0002	0.0128	
0.000	0.0184	
0.0002	0.0228	
0.0002	0.0267	
0.0002	0.0314	
0.000	0.0359	
0.000	0.0386	
0.000	0.0367	
0.000	0.0294	
0.000	0.0173	
0.000	0.0027	
0.000	-0.0115	
0.0001	-0.0228	
0.0004	-0.0297	
0.0005	-0.0316	
0.0002	-0.0284	
0.000	-0.0205	
-0.0004	-0.0098	
-0.0005	0.0007	
-0.0004	0.0079	
-0.0001	0.0105	
0.0001	0.009	
0.0002	0.007	
0.0004	0.0077	
0.0002	0.0132	
0.0002	0.0222	
0.0002	0.0315	
0.0002	0.038	
0.0002	0.0397	
0.000	0.0377	
-0.0002	0.0345	
-0.0005	0.032	
-0.0005	0.030	
-0.0004	0.0267	
-0.0001	0.021	
0.0001	0.0126	
0.0001	0.0037	
0.000	-0.0045	
